file,category,global,jpeg_artifacts,lighting_uniformity,edge_quality,color_consistency,effective_resolution,clip_coherence
024_1.jpg,clothing,0.6222,0.673,1.0,0.2854,0.7036,0.5,0.5
025_1.jpg,clothing,0.64,0.673,1.0,0.3237,0.7713,0.5,0.5
026_1.jpg,clothing,0.6,0.673,0.7892,0.3137,0.7991,0.5,0.5
027_1.jpg,clothing,0.553,0.673,0.3335,0.3833,1.0,0.5,0.5
028_1.jpg,clothing,0.6266,0.673,1.0,0.2639,0.7618,0.5,0.5
029_1.jpg,clothing,0.6646,0.673,1.0,0.4693,0.7407,0.5,0.5
030_1.jpg,clothing,0.644,0.673,0.9508,0.4524,0.6918,0.5,0.5
031_1.jpg,clothing,0.6469,0.673,1.0,0.3345,0.8026,0.5,0.5
032_1.jpg,clothing,0.6655,0.673,1.0,0.4019,0.8371,0.5,0.5
033_1.jpg,clothing,0.6649,0.673,1.0,0.4171,0.8126,0.5,0.5
034_1.jpg,clothing,0.5943,0.673,0.5425,0.4087,0.963,0.5,0.5
035_1.jpg,clothing,0.6642,0.673,1.0,0.3567,0.8882,0.5,0.5
036_1.jpg,clothing,0.6344,0.673,1.0,0.3011,0.7642,0.5,0.5
037_1.jpg,clothing,0.6946,0.673,0.9144,0.5108,1.0,0.5,0.5
038_1.jpg,clothing,0.634,0.673,1.0,0.3887,0.6446,0.5,0.5
039_1.jpg,clothing,0.6937,0.673,1.0,0.4412,0.9722,0.5,0.5
040_1.jpg,clothing,0.6113,0.673,0.887,0.4003,0.6283,0.5,0.5
041_1.jpg,clothing,0.6403,0.673,1.0,0.3338,0.7599,0.5,0.5
042_1.jpg,clothing,0.6895,0.673,1.0,0.3997,1.0,0.5,0.5
043_1.jpg,clothing,0.5886,0.673,0.7038,0.3661,0.7668,0.5,0.5
044_1.jpg,clothing,0.653,0.673,1.0,0.4128,0.7389,0.5,0.5
045_1.jpg,clothing,0.6507,0.673,1.0,0.3231,0.8429,0.5,0.5
046_1.jpg,clothing,0.6423,0.673,0.8262,0.3372,1.0,0.5,0.5
047_1.jpg,clothing,0.6306,0.673,1.0,0.325,0.7064,0.5,0.5
048_1.jpg,clothing,0.6618,0.673,1.0,0.3363,0.8997,0.5,0.5
049_1.jpg,clothing,0.6417,0.673,0.7404,0.4199,1.0,0.5,0.5
050_1.jpg,clothing,0.6519,0.673,0.87,0.4058,0.9144,0.5,0.5
051_1.jpg,clothing,0.6556,0.673,0.8499,0.3803,1.0,0.5,0.5
052_1.jpg,clothing,0.66,0.673,1.0,0.3337,0.8912,0.5,0.5
053_1.jpg,clothing,0.6326,0.673,1.0,0.3313,0.7117,0.5,0.5
054_1.jpg,clothing,0.6515,0.673,1.0,0.3793,0.7735,0.5,0.5
055_2.jpg,clothing,0.6495,0.673,0.9236,0.2757,1.0,0.5,0.5
056_1.jpg,clothing,0.611,0.673,0.8268,0.3813,0.7318,0.5,0.5
057_1.jpg,clothing,0.6714,0.673,1.0,0.4428,0.8214,0.5,0.5
058_1.jpg,clothing,0.6467,0.673,1.0,0.3587,0.769,0.5,0.5
059_1.jpg,clothing,0.6514,0.673,1.0,0.4547,0.6723,0.5,0.5
060_1.jpg,clothing,0.6424,0.673,0.7153,0.6498,0.7321,0.5,0.5
061_1.jpg,clothing,0.6164,0.673,0.8538,0.3409,0.786,0.5,0.5
062_1.jpg,clothing,0.6118,0.673,0.8648,0.31,0.7816,0.5,0.5
063_1.jpg,clothing,0.6662,0.673,0.9465,0.3843,0.9361,0.5,0.5
064_1.jpg,clothing,0.6071,0.673,0.7688,0.3378,0.8413,0.5,0.5
065_1.jpg,clothing,0.567,0.673,0.6397,0.4179,0.6389,0.5,0.5
066_1.jpg,clothing,0.6756,0.673,1.0,0.399,0.9082,0.5,0.5
067_1.jpg,clothing,0.6577,0.673,1.0,0.2407,1.0,0.5,0.5
068_1.jpg,clothing,0.6405,0.673,0.8216,0.426,0.8757,0.5,0.5
069_1.jpg,clothing,0.6646,0.673,1.0,0.5216,0.6709,0.5,0.5
070_1.jpg,clothing,0.6963,0.673,1.0,0.4333,1.0,0.5,0.5
071_1.jpg,clothing,0.6267,0.673,0.7027,0.5956,0.7164,0.5,0.5
072_1.jpg,clothing,0.6339,0.673,1.0,0.3444,0.7026,0.5,0.5
073_1.jpg,clothing,0.6458,0.673,1.0,0.2653,0.8877,0.5,0.5
074_1.jpg,clothing,0.6786,0.673,1.0,0.3522,0.9901,0.5,0.5
075_1.jpg,clothing,0.6443,0.673,1.0,0.3524,0.7616,0.5,0.5
076_1.jpg,clothing,0.6287,0.673,0.9073,0.4172,0.6948,0.5,0.5
077_1.jpg,clothing,0.6739,0.673,1.0,0.3637,0.9439,0.5,0.5
078_1.jpg,clothing,0.6634,0.673,1.0,0.269,1.0,0.5,0.5
079_1.jpg,clothing,0.5514,0.673,0.4488,0.5384,0.6291,0.5,0.5
080_1.jpg,clothing,0.625,0.673,0.6657,0.4111,1.0,0.5,0.5
081_1.jpg,clothing,0.6861,0.673,0.9056,0.5526,0.8993,0.5,0.5
082_1.jpg,clothing,0.6169,0.673,0.9992,0.2608,0.7022,0.5,0.5
083_1.jpg,clothing,0.6535,0.673,0.8154,0.4042,1.0,0.5,0.5
084_1.jpg,clothing,0.6481,0.673,0.977,0.3897,0.7677,0.5,0.5
085_1.jpg,clothing,0.5645,0.673,0.6258,0.347,0.7358,0.5,0.5
086_1.jpg,clothing,0.6596,0.673,0.8499,0.4003,1.0,0.5,0.5
087_1.jpg,clothing,0.6587,0.673,0.9011,0.4071,0.9167,0.5,0.5
088_1.jpg,clothing,0.6354,0.673,0.8035,0.3511,0.9657,0.5,0.5
089_1.jpg,clothing,0.5934,0.673,0.5853,0.4346,0.8653,0.5,0.5
090_1.jpg,clothing,0.5022,0.673,0.3555,0.3159,0.7223,0.5,0.5
091_1.jpg,clothing,0.5876,0.673,0.593,0.4095,0.8497,0.5,0.5
092_1.jpg,clothing,0.676,0.673,0.8086,0.5232,1.0,0.5,0.5
093_1.jpg,clothing,0.641,0.673,1.0,0.3416,0.7536,0.5,0.5
094_1.jpg,clothing,0.618,0.673,0.8819,0.3357,0.7661,0.5,0.5
095_1.jpg,clothing,0.6241,0.673,0.7742,0.4245,0.8316,0.5,0.5
096_1.jpg,clothing,0.6282,0.673,1.0,0.3417,0.6683,0.5,0.5
097_1.jpg,clothing,0.5649,0.673,0.5299,0.5187,0.6375,0.5,0.5
098_1.jpg,clothing,0.6286,0.673,1.0,0.3853,0.6131,0.5,0.5
099_1.jpg,clothing,0.7016,0.673,1.0,0.4602,1.0,0.5,0.5
100_1.jpg,clothing,0.6948,0.673,0.9848,0.4414,1.0,0.5,0.5
001_1.jpg,electronics,0.6097,0.673,1.0,0.3004,0.6,0.5,0.5
001_1_detected.jpg,electronics,0.6781,1.0,1.0,0.3086,0.6093,0.5,0.5
002_1.jpg,electronics,0.6152,0.673,1.0,0.2487,0.706,0.5,0.5
003_1.jpg,electronics,0.618,0.673,0.8834,0.1585,1.0,0.5,0.5
004_1.jpg,electronics,0.6668,0.673,0.8868,0.3993,1.0,0.5,0.5
005_1.jpg,electronics,0.6478,0.673,1.0,0.2766,0.8859,0.5,0.5
006_1.jpg,electronics,0.6512,0.673,0.7128,0.4954,1.0,0.5,0.5
007_1.jpg,electronics,0.6034,0.673,1.0,0.2664,0.6032,0.5,0.5
008_1.jpg,electronics,0.6607,0.673,1.0,0.3855,0.8264,0.5,0.5
009_1.jpg,electronics,0.6543,0.673,0.8568,0.3667,1.0,0.5,0.5
010_1.jpg,electronics,0.4606,0.673,0.0,0.5173,0.6505,0.5,0.5
011_1.jpg,electronics,0.6896,0.673,1.0,0.3999,1.0,0.5,0.5
012_1.jpg,electronics,0.6628,0.673,1.0,0.5659,0.6,0.5,0.5
013_1.jpg,electronics,0.6857,0.673,1.0,0.4453,0.9138,0.5,0.5
014_1.jpg,electronics,0.7076,0.673,1.0,0.49,1.0,0.5,0.5
015_1.jpg,electronics,0.6866,0.673,0.9558,0.4291,1.0,0.5,0.5
016_1.jpg,electronics,0.6308,0.673,1.0,0.3272,0.7052,0.5,0.5
017_1.jpg,electronics,0.7034,0.673,0.9861,0.5425,0.9207,0.5,0.5
018_1.jpg,electronics,0.6454,0.673,0.9132,0.2657,1.0,0.5,0.5
019_2.jpg,electronics,0.6169,0.673,1.0,0.3243,0.6164,0.5,0.5
020_1.jpg,electronics,0.6468,0.673,1.0,0.3928,0.7245,0.5,0.5
021_1.jpg,electronics,0.5871,0.673,0.6682,0.4411,0.7045,0.5,0.5
022_1.jpg,electronics,0.4813,0.673,0.235,0.332,0.7219,0.5,0.5
023_1.jpg,electronics,0.6417,0.673,0.8436,0.3797,0.9161,0.5,0.5
024_1.jpg,electronics,0.7309,0.673,0.9911,0.7448,0.8274,0.5,0.5
025_1.jpg,electronics,0.6831,0.673,1.0,0.6394,0.6378,0.5,0.5
026_1.jpg,electronics,0.627,0.673,0.9551,0.4113,0.6276,0.5,0.5
027_1.jpg,electronics,0.6251,0.673,1.0,0.3117,0.6876,0.5,0.5
028_1.jpg,electronics,0.5812,0.673,1.0,0.306,0.4027,0.5,0.5
029_1.jpg,electronics,0.7026,0.673,0.9685,0.5802,0.8883,0.5,0.5
030_1.jpg,electronics,0.6389,0.673,1.0,0.2883,0.8112,0.5,0.5
031_1.jpg,electronics,0.5969,0.673,1.0,0.2364,0.6,0.5,0.5
032_1.jpg,electronics,0.7186,0.673,0.9901,0.5609,0.9921,0.5,0.5
033_1.jpg,electronics,0.6701,0.673,0.854,0.4487,1.0,0.5,0.5
034_1.jpg,electronics,0.6696,0.673,1.0,0.396,0.872,0.5,0.5
035_1.jpg,electronics,0.706,0.673,1.0,0.782,0.6,0.5,0.5
036_1.jpg,electronics,0.6264,0.673,1.0,0.3646,0.6262,0.5,0.5
037_1.jpg,electronics,0.6704,0.673,1.0,0.4075,0.8617,0.5,0.5
038_1.jpg,electronics,0.6836,0.673,0.8893,0.4807,1.0,0.5,0.5
039_1.jpg,electronics,0.6375,0.673,0.7333,0.4063,1.0,0.5,0.5
040_1.jpg,electronics,0.6097,0.673,0.7265,0.443,0.7749,0.5,0.5
041_1.jpg,electronics,0.6645,0.673,0.8813,0.393,1.0,0.5,0.5
042_1.jpg,electronics,0.5904,0.673,0.6443,0.3433,0.8884,0.5,0.5
043_1.jpg,electronics,0.6189,0.673,0.6853,0.3611,1.0,0.5,0.5
044_4.jpg,electronics,0.7265,0.673,1.0,0.6396,0.9267,0.5,0.5
045_1.jpg,electronics,0.6769,0.673,0.7885,0.5482,1.0,0.5,0.5
046_1.jpg,electronics,0.5316,0.673,0.9865,0.2607,0.1503,0.5,0.5
047_1.jpg,electronics,0.6182,0.673,1.0,0.343,0.6,0.5,0.5
048_1.jpg,electronics,0.597,0.673,1.0,0.2215,0.6206,0.5,0.5
049_1.jpg,electronics,0.6809,0.673,0.9901,0.4181,0.9314,0.5,0.5
050_1.jpg,electronics,0.4848,0.673,0.2822,0.3352,0.6781,0.5,0.5
051_1.jpg,electronics,0.6692,0.673,0.8483,0.5899,0.813,0.5,0.5
052_1.jpg,electronics,0.6275,0.673,0.8256,0.283,0.9744,0.5,0.5
053_1.jpg,electronics,0.6509,0.673,1.0,0.4327,0.6986,0.5,0.5
054_1.jpg,electronics,0.6453,0.673,0.9026,0.3729,0.8709,0.5,0.5
055_1.jpg,electronics,0.5562,0.673,1.0,0.0261,0.609,0.5,0.5
056_1.jpg,electronics,0.6956,0.673,0.9331,0.497,1.0,0.5,0.5
057_1.jpg,electronics,0.6389,0.673,0.9114,0.4448,0.7201,0.5,0.5
058_1.jpg,electronics,0.5525,0.673,1.0,0.2262,0.3177,0.5,0.5
059_1.jpg,electronics,0.5467,0.673,0.5181,0.4333,0.6454,0.5,0.5
060_1.jpg,electronics,0.6645,0.673,0.8813,0.393,1.0,0.5,0.5
061_1.jpg,electronics,0.6243,0.673,0.8601,0.2135,1.0,0.5,0.5
062_1.jpg,electronics,0.5769,0.673,1.0,0.3226,0.3522,0.5,0.5
063_1.jpg,electronics,0.6335,0.673,1.0,0.4145,0.6069,0.5,0.5
064_1.jpg,electronics,0.6526,0.673,1.0,0.4935,0.6286,0.5,0.5
065_1.jpg,electronics,0.7665,0.673,1.0,0.8455,0.9186,0.5,0.5
066_1.jpg,electronics,0.665,0.673,0.9975,0.2794,1.0,0.5,0.5
067_1.jpg,electronics,0.6655,0.673,1.0,0.2822,0.9961,0.5,0.5
068_1.jpg,electronics,0.609,0.673,0.8532,0.3503,0.7248,0.5,0.5
069_1.jpg,electronics,0.6476,0.673,1.0,0.2951,0.8602,0.5,0.5
070_1.jpg,electronics,0.6113,0.673,0.7373,0.3538,0.8896,0.5,0.5
071_1.jpg,electronics,0.6672,0.673,0.9833,0.3278,0.9692,0.5,0.5
072_1.jpg,electronics,0.6292,0.673,0.7818,0.316,1.0,0.5,0.5
073_1.jpg,electronics,0.6209,0.673,0.811,0.4464,0.7319,0.5,0.5
074_1.jpg,electronics,0.7087,0.673,1.0,0.4954,1.0,0.5,0.5
075_1.jpg,electronics,0.5601,0.673,0.7131,0.3393,0.6,0.5,0.5
076_1.jpg,electronics,0.654,0.673,0.7278,0.494,1.0,0.5,0.5
077_1.jpg,electronics,0.6848,0.673,0.8809,0.5415,0.9384,0.5,0.5
078_1.jpg,electronics,0.6821,0.673,0.9204,0.443,0.9991,0.5,0.5
079_1.jpg,electronics,0.5975,0.673,0.7332,0.4151,0.7213,0.5,0.5
080_1.jpg,electronics,0.6402,0.673,0.897,0.5517,0.6055,0.5,0.5
081_1.jpg,electronics,0.6203,0.673,1.0,0.2588,0.726,0.5,0.5
082_1.jpg,electronics,0.6373,0.673,0.7551,0.3835,1.0,0.5,0.5
083_1.jpg,electronics,0.6499,0.673,0.819,0.3823,1.0,0.5,0.5
084_1.jpg,electronics,0.5474,0.673,0.5656,0.1234,1.0,0.5,0.5
085_1.jpg,electronics,0.6321,0.673,1.0,0.3077,0.7399,0.5,0.5
086_1.jpg,electronics,0.6999,0.673,0.98,0.4716,1.0,0.5,0.5
087_1.jpg,electronics,0.6934,0.673,0.9556,0.4986,0.9534,0.5,0.5
088_1.jpg,electronics,0.6404,0.673,0.9022,0.4174,0.7794,0.5,0.5
089_1.jpg,electronics,0.6394,0.673,0.8816,0.4021,0.8201,0.5,0.5
090_1.jpg,electronics,0.6244,0.673,0.7806,0.4393,0.8053,0.5,0.5
091_1.jpg,electronics,0.632,0.673,0.6778,0.4343,1.0,0.5,0.5
092_1.jpg,electronics,0.6678,0.673,0.9622,0.3491,0.9732,0.5,0.5
093_1.jpg,electronics,0.6368,0.673,1.0,0.424,0.6157,0.5,0.5
094_1.jpg,electronics,0.555,0.673,0.5483,0.2951,0.8448,0.5,0.5
095_1.jpg,electronics,0.4831,0.673,0.3138,0.3157,0.6507,0.5,0.5
096_1.jpg,electronics,0.657,0.673,1.0,0.2895,0.9303,0.5,0.5
097_1.jpg,electronics,0.6989,0.673,1.0,0.4467,1.0,0.5,0.5
098_1.jpg,electronics,0.6408,0.673,1.0,0.3832,0.6969,0.5,0.5
099_1.jpg,electronics,0.6384,0.673,0.924,0.3597,0.8136,0.5,0.5
100_1.jpg,electronics,0.6363,0.673,0.9801,0.3765,0.7024,0.5,0.5
001_1.jpg,home_appliances,0.5209,0.673,0.6064,0.1797,0.6937,0.5,0.5
002_1.jpg,home_appliances,0.6372,0.673,0.8281,0.463,0.7959,0.5,0.5
003_1.jpg,home_appliances,0.6677,0.673,0.8395,0.6376,0.7511,0.5,0.5
004_1.jpg,home_appliances,0.6847,0.673,1.0,0.3753,1.0,0.5,0.5
005_1.jpg,home_appliances,0.6963,0.673,1.0,0.4588,0.966,0.5,0.5
006_1.jpg,home_appliances,0.5428,0.673,0.3426,0.3689,0.9395,0.5,0.5
007_1.jpg,home_appliances,0.6693,0.673,0.9261,0.3725,1.0,0.5,0.5
008_1.jpg,home_appliances,0.6525,0.673,0.81,0.4046,1.0,0.5,0.5
009_1.jpg,home_appliances,0.6802,0.673,1.0,0.429,0.8989,0.5,0.5
010_2.jpg,home_appliances,0.6347,0.673,0.901,0.3848,0.786,0.5,0.5
011_1.jpg,home_appliances,0.7051,0.673,1.0,0.5215,0.9411,0.5,0.5
012_1.jpg,home_appliances,0.6597,0.673,1.0,0.3456,0.8732,0.5,0.5
013_1.jpg,home_appliances,0.6232,0.673,1.0,0.3089,0.6788,0.5,0.5
014_1.jpg,home_appliances,0.6344,0.673,1.0,0.3199,0.7386,0.5,0.5
015_1.jpg,home_appliances,0.6235,0.673,0.4895,0.5832,0.9956,0.5,0.5
016_1.jpg,home_appliances,0.6921,0.673,1.0,0.5137,0.8649,0.5,0.5
017_1.jpg,home_appliances,0.6553,0.673,0.982,0.3,0.9286,0.5,0.5
018_1.jpg,home_appliances,0.6581,0.673,0.8384,0.5499,0.8053,0.5,0.5
019_1.jpg,home_appliances,0.6049,0.673,0.399,0.5773,1.0,0.5,0.5
020_1.jpg,home_appliances,0.6994,0.673,1.0,0.4491,1.0,0.5,0.5
021_1.jpg,home_appliances,0.6693,0.673,0.6992,0.5991,1.0,0.5,0.5
022_1.jpg,home_appliances,0.7192,0.673,1.0,0.6215,0.9023,0.5,0.5
023_1.jpg,home_appliances,0.6219,0.673,1.0,0.3569,0.6061,0.5,0.5
024_1.jpg,home_appliances,0.6301,0.673,1.0,0.3847,0.6238,0.5,0.5
025_1.jpg,home_appliances,0.6256,0.673,0.788,0.4835,0.7444,0.5,0.5
026_1.jpg,home_appliances,0.6688,0.673,1.0,0.5411,0.6733,0.5,0.5
027_1.jpg,home_appliances,0.6284,0.673,0.8172,0.4683,0.7449,0.5,0.5
028_1.jpg,home_appliances,0.5343,0.673,0.4502,0.4692,0.6054,0.5,0.5
029_1.jpg,home_appliances,0.6053,0.673,0.7411,0.2541,0.9778,0.5,0.5
030_1.jpg,home_appliances,0.5817,0.673,0.3911,0.5188,0.934,0.5,0.5
031_1.jpg,home_appliances,0.6709,0.673,1.0,0.4489,0.8103,0.5,0.5
032_1.jpg,home_appliances,0.676,0.673,0.8462,0.4859,1.0,0.5,0.5
033_1.jpg,home_appliances,0.6766,0.673,0.8478,0.4873,1.0,0.5,0.5
034_1.jpg,home_appliances,0.5702,0.673,0.687,0.3787,0.6498,0.5,0.5
035_1.jpg,home_appliances,0.636,0.673,0.6593,0.4729,1.0,0.5,0.5
036_1.jpg,home_appliances,0.696,0.673,0.8862,0.6634,0.8429,0.5,0.5
037_1.jpg,home_appliances,0.6187,0.673,0.9174,0.3049,0.764,0.5,0.5
038_1.jpg,home_appliances,0.6591,0.673,0.7244,0.5233,1.0,0.5,0.5
039_1.jpg,home_appliances,0.5352,0.673,0.8978,0.2475,0.3103,0.5,0.5
040_1.jpg,home_appliances,0.5962,0.673,0.3887,0.5442,1.0,0.5,0.5
041_1.jpg,home_appliances,0.6317,0.673,1.0,0.3571,0.6712,0.5,0.5
042_1.jpg,home_appliances,0.6929,0.673,1.0,0.4164,1.0,0.5,0.5
043_1.jpg,home_appliances,0.5894,0.673,0.8641,0.2334,0.7354,0.5,0.5
044_1.jpg,home_appliances,0.5997,0.673,0.9894,0.5226,0.2516,0.5,0.5
045_1.jpg,home_appliances,0.4682,0.673,0.087,0.4873,0.6251,0.5,0.5
046_1.jpg,home_appliances,0.6912,0.673,1.0,0.408,1.0,0.5,0.5
047_1.jpg,home_appliances,0.6628,0.673,0.8997,0.5207,0.794,0.5,0.5
048_1.jpg,home_appliances,0.7016,0.673,0.9448,0.5438,0.962,0.5,0.5
049_1.jpg,home_appliances,0.5961,0.673,0.6842,0.2483,1.0,0.5,0.5
050_1.jpg,home_appliances,0.6531,0.673,1.0,0.4716,0.6614,0.5,0.5
051_1.jpg,home_appliances,0.6565,0.673,0.8394,0.3952,1.0,0.5,0.5
052_1.jpg,home_appliances,0.6442,0.673,0.7032,0.546,0.8986,0.5,0.5
053_1.jpg,home_appliances,0.6686,0.673,1.0,0.4366,0.8113,0.5,0.5
054_1.jpg,home_appliances,0.665,0.673,0.8619,0.4152,1.0,0.5,0.5
055_1.jpg,home_appliances,0.6937,0.673,1.0,0.4204,1.0,0.5,0.5
056_1.jpg,home_appliances,0.6922,0.673,0.848,0.619,0.9281,0.5,0.5
057_1.jpg,home_appliances,0.7027,0.673,1.0,0.5319,0.9112,0.5,0.5
058_1.jpg,home_appliances,0.6789,0.673,0.8948,0.5856,0.8217,0.5,0.5
059_1.jpg,home_appliances,0.5976,0.673,0.4211,0.519,1.0,0.5,0.5
060_1.jpg,home_appliances,0.6558,0.673,0.855,0.3758,1.0,0.5,0.5
061_1.jpg,home_appliances,0.6165,0.673,0.4175,0.6171,1.0,0.5,0.5
062_1.jpg,home_appliances,0.6822,0.673,0.7654,0.5977,1.0,0.5,0.5
063_1.jpg,home_appliances,0.6107,0.673,0.9534,0.2594,0.7235,0.5,0.5
064_1.jpg,home_appliances,0.6758,0.673,1.0,0.3312,1.0,0.5,0.5
065_1.jpg,home_appliances,0.6488,0.673,1.0,0.447,0.6653,0.5,0.5
066_1.jpg,home_appliances,0.6335,0.673,0.9619,0.3119,0.7946,0.5,0.5
067_1.jpg,home_appliances,0.5739,0.673,0.6034,0.518,0.6,0.5,0.5
068_1.jpg,home_appliances,0.6886,0.673,1.0,0.4221,0.9642,0.5,0.5
069_1.jpg,home_appliances,0.5918,0.673,0.5638,0.4771,0.827,0.5,0.5
070_1.jpg,home_appliances,0.7015,0.673,0.8969,0.5627,1.0,0.5,0.5
071_1.jpg,home_appliances,0.6663,0.673,1.0,0.2835,1.0,0.5,0.5
072_1.jpg,home_appliances,0.5756,0.673,0.5694,0.4967,0.6849,0.5,0.5
073_1.jpg,home_appliances,0.6191,0.673,0.6517,0.5868,0.7455,0.5,0.5
074_1.jpg,home_appliances,0.6235,0.673,0.6036,0.4658,1.0,0.5,0.5
075_1.jpg,home_appliances,0.5982,0.673,0.76,0.4204,0.6833,0.5,0.5
076_1.jpg,home_appliances,0.6255,0.673,0.9743,0.3338,0.6951,0.5,0.5
077_1.jpg,home_appliances,0.6727,0.673,0.7511,0.5644,1.0,0.5,0.5
078_1.jpg,home_appliances,0.5886,0.673,0.6508,0.3015,0.9238,0.5,0.5
079_1.jpg,home_appliances,0.6377,0.673,0.7344,0.5273,0.8385,0.5,0.5
080_1.jpg,home_appliances,0.6353,0.673,1.0,0.3345,0.7254,0.5,0.5
081_1.jpg,home_appliances,0.6347,0.673,1.0,0.3173,0.744,0.5,0.5
082_1.jpg,home_appliances,0.6692,0.673,0.8869,0.4704,0.921,0.5,0.5
083_1.jpg,home_appliances,0.6387,0.673,0.3405,0.8051,1.0,0.5,0.5
084_1.jpg,home_appliances,0.6506,0.673,1.0,0.3449,0.8132,0.5,0.5
085_1.jpg,home_appliances,0.6368,0.673,0.8629,0.4396,0.7783,0.5,0.5
086_1.jpg,home_appliances,0.6167,0.673,0.7788,0.3746,0.8426,0.5,0.5
087_1.jpg,home_appliances,0.5512,0.673,0.4198,0.4404,0.7968,0.5,0.5
088_1.jpg,home_appliances,0.6066,0.673,0.9143,0.3633,0.6101,0.5,0.5
089_1.jpg,home_appliances,0.6869,0.673,1.0,0.3957,0.988,0.5,0.5
090_1.jpg,home_appliances,0.7072,0.673,1.0,0.4881,1.0,0.5,0.5
091_1.jpg,home_appliances,0.6438,0.673,0.7448,0.426,1.0,0.5,0.5
092_1.jpg,home_appliances,0.6573,0.673,1.0,0.2796,0.9452,0.5,0.5
093_1.jpg,home_appliances,0.6518,0.673,0.5808,0.6304,1.0,0.5,0.5
094_1.jpg,home_appliances,0.607,0.673,0.9623,0.2792,0.6604,0.5,0.5
095_1.jpg,home_appliances,0.6952,0.673,1.0,0.5373,0.854,0.5,0.5
096_1.jpg,home_appliances,0.7193,0.673,1.0,0.6041,0.9262,0.5,0.5
097_1.jpg,home_appliances,0.6622,0.673,0.9528,0.4363,0.8318,0.5,0.5
098_1.jpg,home_appliances,0.6973,0.673,0.9494,0.4893,1.0,0.5,0.5
099_1.jpg,home_appliances,0.5929,0.673,0.6993,0.4266,0.7206,0.5,0.5
100_1.jpg,home_appliances,0.6655,0.673,1.0,0.4863,0.7245,0.5,0.5
