"id","category","title","description","product_url","image_path","width","height"
"011","portable_electronics","Samsung Galaxy A16 8GB + 256GB - Black - 2 ans de garantie","","https://www.jumia.ma/customer/account/login/?tkWl=SA024MP1H8K3WNAFAMZ-68356017&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\011_1.jpg","300","300"
"012","portable_electronics","Nia Casque Bluetooth Q1 avec Microphone Radio FM support Micro SD / Auxiliaire - noir","","https://www.jumia.ma/customer/account/login/?tkWl=NI264EL0IR9DLNAFAMZ-30701603&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\012_1.jpg","300","300"
"013","portable_electronics","Support de téléphone magnétique sous vide pliable","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1KD6AGNAFAMZ-69560804&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\013_1.jpg","300","300"
"014","portable_electronics","Écouteurs Bluetooth 5.3 sans Fil avec Microphone EarBuds Indicateur de batterie LED","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1F01Q8NAFAMZ-67886145&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\014_1.jpg","300","300"
"015","portable_electronics","Montre Connectée Enfant intelligente, Carte SIM Appels SOS, Caméra","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1G3MTKNAFAMZ-70092233&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\015_1.jpg","300","300"
"016","portable_electronics","Casque Bluetooth P9 PLUS Sans Fil – Headphones Bluetooth 5.0, Micro Intégré, AUX & Carte SD, Autonomie Longue – Casque Gamer & Usage Quotidien","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA00COGONAFAMZ-70014978&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\016_1.jpg","300","300"
"017","portable_electronics","Cclamp Panneau Solaire Pliable Portable 40W – Chargeur Solaire avec 2 Ports USB QC3.0 & DC – Résistant à l’Eau, Léger & Compact pour Camping, Voyage et Extérieur","","https://www.jumia.ma/customer/account/login/?tkWl=CC576EA1M0P44NAFAMZ-69636375&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\017_1.jpg","300","300"
"018","portable_electronics","XIAOMI Redmi A5 3GB 64GB Midnight Black","","https://www.jumia.ma/customer/account/login/?tkWl=XI737MP02KEQYNAFAMZ-68841805&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\018_1.jpg","300","300"
"019","portable_electronics","Itel Écouteurs Bluetooth sans fil BudsNeo Pro - Noir","","https://www.jumia.ma/customer/account/login/?tkWl=IT879EA0DSHO4NAFAMZ-69680157&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\019_2.jpg","300","300"
"020","portable_electronics","Nia Casque Originale bluetooth  Q1 Appel-lecteur Micro SD / TF-radio FM","","https://www.jumia.ma/customer/account/login/?tkWl=NI264EL1G6WI4NAFAMZ-18309335&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\020_1.jpg","300","300"
"021","portable_electronics","Ring Light 20cm + Trepied Noir Tripod Studio photo RingLight 3 Lumiere","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1E8G1QNAFAMZ-66862007&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\021_1.jpg","300","300"
"022","portable_electronics","Anker 322 PowerLine USB C vers Lightning 60 W 1m Noir","","https://www.jumia.ma/customer/account/login/?tkWl=AN045EA0AJYGCNAFAMZ-69710410&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\022_1.jpg","300","300"
"023","portable_electronics","Montre intelligente S20 PRO MAX Ultra + écouteurs, NFC, pression artérielle, sport + écouteurs","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA0C3JDONAFAMZ-69881438&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\023_1.jpg","300","300"
"024","portable_electronics","Apple iPhone 17 Pro Max 256 Go 6,9"" 12 Go RAM Puce A19 Pro Orange Cosmique iOS","","https://www.jumia.ma/customer/account/login/?tkWl=AP009MP0BXLHONAFAMZ-69666705&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\024_1.jpg","300","300"
"025","portable_electronics","Anker Chargeur Rapide 20W USB-C Recharge Ultra Efficace pour Smartphone et Tablette","","https://www.jumia.ma/customer/account/login/?tkWl=AN045EA0B2SX2NAFAMZ-69050953&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\025_1.jpg","300","300"
"026","portable_electronics","Soundpeats Q3 Pro Wireless Earbuds - Bluetooth 6.0 - 42 Hours Playtime - Call Noise Cancellation, IP55 Waterproof - ANC -38dB","","https://www.jumia.ma/customer/account/login/?tkWl=SO381EA0BEQK0NAFAMZ-69782111&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\026_1.jpg","300","300"
"027","portable_electronics","Itel Power Bank 10000 mAh Cable V8 Intégré 12m IPP-53 - Noir","","https://www.jumia.ma/customer/account/login/?tkWl=IT879EA10RDKKNAFAMZ-69919756&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\027_1.jpg","300","300"
"028","portable_electronics","Itel A100C 6.6’’ – 6GB (2+4) RAM + 64 ROM – Bleu","","https://www.jumia.ma/customer/account/login/?tkWl=IT879MP1LHUESNAFAMZ-70107659&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\028_1.jpg","300","300"
"029","portable_electronics","bracelet pour apple watch magnétique en acier inoxydable avec Boucle de Verrouillage Magnétique-Gris  de 42-44mm","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1F5J18NAFAMZ-44440323&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\029_1.jpg","300","300"
"030","portable_electronics","Samsung Memory Card Micro SD Carte Mémoire Micro SDXC Classe 10 128 GB 130MB/s","","https://www.jumia.ma/customer/account/login/?tkWl=SA024EA0A1FDMNAFAMZ-66727587&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\030_1.jpg","300","300"
"031","portable_electronics","Écouteurs sans fil Bluetooth, réduction du bruit ENC, son stéréo basse profonde affichage LED","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA16T7RGNAFAMZ-68324126&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\031_1.jpg","300","300"
"032","portable_electronics","Coque Silicone Transparente Charge Induction pour Samsung Galaxy S26 ULTRA Sans Fil Magnetic","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1N0MMSNAFAMZ-70170674&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\032_1.jpg","300","300"
"033","portable_electronics","Montre Connectée Enfant intelligente, Carte SIM pour Appels SOS, Caméra","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA161EP4NAFAMZ-70092262&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\033_1.jpg","300","300"
"034","portable_electronics","Support de téléphone magnétique pliable rotatif à 360 degrés support de voiture à ventouse pour tableau de bord","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA0RIT9SNAFAMZ-69827986&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\034_1.jpg","300","300"
"035","portable_electronics","Stylet universel pour écran tactile, stylo tactile de dessin sur tablette","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1NAM14NAFAMZ-67620781&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\035_1.jpg","300","300"
"036","portable_electronics","JBL Casque Bluetooth Tune 520BT – Noir","","https://www.jumia.ma/customer/account/login/?tkWl=JB452EA14Y6Q0NAFAMZ-67992888&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\036_1.jpg","300","300"
"037","portable_electronics","écouteurs filaires intra-auriculaires oreillettes avec câble 3m sans micro","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA14BUX2NAFAMZ-64612248&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\037_1.jpg","300","300"
"038","portable_electronics","TWS Écouteurs M10 True Wireless Bluetooth Écouteurs Tactiles casque BT 5.1","","https://www.jumia.ma/customer/account/login/?tkWl=TW500EA1JU1H8NAFAMZ-69890042&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\038_1.jpg","300","300"
"039","portable_electronics","JEMCO tablette 4G WIFI 10.1"" 4GO RAM 64GO ROM FHD(Pochette+Clavier+Stylet+écouteurs+Souris sans fil Gratuit)","","https://www.jumia.ma/customer/account/login/?tkWl=JE832MP1397TWNAFAMZ-69469094&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\039_1.jpg","300","300"
"040","portable_electronics","Soundpeats Écouteurs sans fil C30 - Bluetooth 6 - Drivers 12mm - 6 micros avec ENC - Appels clairs avec basses profondes, Mode jeu, Autonomie 52h, IPX4, Personnaliser l'EQ via l'application - Black","","https://www.jumia.ma/customer/account/login/?tkWl=SO381EA0R0SI8NAFAMZ-70068174&return=%2Ftelephone-tablette%2F%3Fpage%3D1","data\\raw_images\\portable_electronics\\040_1.jpg","300","300"
"041","portable_electronics","XIAOMI Redmi 15C 8GB 256GB Midnight Black","","https://www.jumia.ma/customer/account/login/?tkWl=XI737MP0W1PBCNAFAMZ-69599939&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\041_1.jpg","300","300"
"042","portable_electronics","Anker 544 PowerLine USB C vers USB C 140 W 1m Noir","","https://www.jumia.ma/customer/account/login/?tkWl=AN045EA14BMP8NAFAMZ-69710415&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\042_1.jpg","300","300"
"043","portable_electronics","Itel A100C 6.6’’ – 6GB (2+4) RAM + 64 ROM – Noir","","https://www.jumia.ma/customer/account/login/?tkWl=IT879MP04I9KKNAFAMZ-70107660&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\043_1.jpg","300","300"
"044","portable_electronics","Samsung Memory Card Micro SD Carte Mémoire Micro SDXC Classe 10 128 GB 130MB/s","","https://www.jumia.ma/samsung-memory-card-micro-sd-carte-memoire-micro-sdxc-classe-10-128-gb-130mbs-59758408.html","data\\raw_images\\portable_electronics\\044_4.jpg","300","300"
"045","portable_electronics","Meizu Mblu 21 - 6GB + 128 GB - TITAN BLACK","","https://www.jumia.ma/customer/account/login/?tkWl=ME676MP0IQQEWNAFAMZ-69749607&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\045_1.jpg","300","300"
"046","portable_electronics","Samsung Carte mémoire 256G EVO Plus microSDXC™160MB/s UHS-I, U3, A2, V30, Full HD & 4K UHD Memory Card for Android Smartphones, Tablets, Go Pro and Drone","","https://www.jumia.ma/samsung-carte-memoire-256g-evo-plus-microsdxctm160mbs-uhs-i-u3-a2-v30-full-hd-4k-uhd-memory-card-for-android-smartphones-tablets-go-pro-and-drone-65975282.html","data\\raw_images\\portable_electronics\\046_1.jpg","300","300"
"047","portable_electronics","XIAOMI Type-C Earphones (Black)","","https://www.jumia.ma/customer/account/login/?tkWl=XI737EA0ULKIWNAFAMZ-68186011&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\047_1.jpg","300","300"
"048","portable_electronics","XIAOMI Câble Original USB C Charge Turbo 6A pour Chargeur 33W,67W et 120 Watts","","https://www.jumia.ma/xiaomi-cable-original-usb-c-charge-turbo-6a-pour-chargeur-33w67w-et-120-watts-65765614.html","data\\raw_images\\portable_electronics\\048_1.jpg","300","300"
"049","portable_electronics","Tripod Support Pour telephone Trépied d'appareil Photo Camera,","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EL0ULTMUNAFAMZ-14224748&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\049_1.jpg","300","300"
"050","portable_electronics","Écouteur woman plus","","https://www.jumia.ma/generic-ecouteur-woman-plus-67652232.html","data\\raw_images\\portable_electronics\\050_1.jpg","300","300"
"051","portable_electronics","Meizu Mblu 21 - 6GB + 128 GB - DIAMOND WHITE","","https://www.jumia.ma/customer/account/login/?tkWl=ME676MP0OP2GONAFAMZ-69749608&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\051_1.jpg","300","300"
"052","portable_electronics","XIAOMI Redmi A5 4GB 128GB Lake Green","","https://www.jumia.ma/customer/account/login/?tkWl=XI737MP03XAUUNAFAMZ-68968217&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\052_1.jpg","300","300"
"053","portable_electronics","Support Téléphone de Voiture sur Pare brise Tableau bord (Ventouse ULTRA SOLIDE)","","https://www.jumia.ma/generic-support-telephone-de-voiture-sur-pare-brise-tableau-bord-ventouse-ultra-solide-62661728.html","data\\raw_images\\portable_electronics\\053_1.jpg","300","300"
"054","portable_electronics","Samsung Galaxy A17 4 Go + 128 Go  - Bleu - 2 ans de garantie","","https://www.jumia.ma/customer/account/login/?tkWl=SA024MP0PKZGKNAFAMZ-69986921&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\054_1.jpg","300","300"
"055","portable_electronics","XIAOMI Mi Usb Type-C To Type-C Cable 150 Cm White","","https://www.jumia.ma/customer/account/login/?tkWl=XI737EL0XDPHGNAFAMZ-47576417&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\055_1.jpg","300","300"
"056","portable_electronics","Deep Bass R9 ecouteurs casque Bluetooth V5.0+EDR sans fil HandsFree Music-TSuppor TF Card-FM-Audio input GRB","","https://www.jumia.ma/customer/account/login/?tkWl=DE646EA0NSC1CNAFAMZ-64804454&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\056_1.jpg","300","300"
"057","portable_electronics","Motorola Telephones E201 sans fil numerique -Mains Libre Haut Parleur-Blocage d'appel fibre ADSL COMPATIBLE","","https://www.jumia.ma/customer/account/login/?tkWl=MO215EA00F9O8NAFAMZ-69764459&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\057_1.jpg","300","300"
"058","portable_electronics","Anker Chargeur mural USB-C 20 W, puissance de sortie Type-C 20W, protection contre les courts-circuits, les surintensités, les surtensions, charge rapide Compact Certifié apple Original, blanc  A2347L21","","https://www.jumia.ma/customer/account/login/?tkWl=AN045EA0HQBAWNAFAMZ-69540870&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\058_1.jpg","300","300"
"059","portable_electronics","pack Combo avec Smart Watch Ultra 8 Montre Intelligente et Ecouteur Sans Fil Bluetooth","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA16O00UNAFAMZ-66621900&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\059_1.jpg","300","300"
"060","portable_electronics","XIAOMI Redmi 15C 6GB 128GB Midnight Black","","https://www.jumia.ma/customer/account/login/?tkWl=XI737MP0Q3D9KNAFAMZ-69599938&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\060_1.jpg","300","300"
"061","portable_electronics","XIAOMI Redmi A5 4GB 128GB Ocean Blue","","https://www.jumia.ma/customer/account/login/?tkWl=XI737MP0FTYYENAFAMZ-68968219&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\061_1.jpg","300","300"
"062","portable_electronics","Samsung Galaxy A16 8GB + 256GB - Light Green - 2 ans de garantie","","https://www.jumia.ma/customer/account/login/?tkWl=SA024MP15BW0CNAFAMZ-68356015&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\062_1.jpg","300","300"
"063","portable_electronics","Oraimo SpaceBuds Air+ Écouteurs Sans Fil Véritables avec finition métallique et résistance IPX4 - 30 Heures - 4-Mic ENC - Graphite Black","","https://www.jumia.ma/customer/account/login/?tkWl=OR080EA13DN38NAFAMZ-69897528&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\063_1.jpg","300","300"
"064","portable_electronics","Ecouteurs filaire avec microphone  pour iPhone 7/7plus 8/8plusmax/Xr max 11/pro","","https://www.jumia.ma/ecouteurs-filaire-avec-microphone-pour-iphone-77plus-88plusmaxxr-max-11pro-generic-mpg947391.html","data\\raw_images\\portable_electronics\\064_1.jpg","300","300"
"065","portable_electronics","Stylo tactile de dessin, Stylet universel pour écran tactile","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA00EUAWNAFAMZ-67620782&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\065_1.jpg","300","300"
"066","portable_electronics","Oppo Reno15 F 5G - 12GB + 512 GB - 50MP Selfie Ultra Grand-Angle - 7000mAh de batterie - Twilight Blue + Lunettes Intelligentes","","https://www.jumia.ma/customer/account/login/?tkWl=OP168MP1ENW8SNAFAMZ-70167251&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\066_1.jpg","300","300"
"067","portable_electronics","Oraimo Montre connectée femme Watch 5 lite OSW-804","","https://www.jumia.ma/customer/account/login/?tkWl=OR080EA0KCMIONAFAMZ-69760888&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\067_1.jpg","300","300"
"068","portable_electronics","Deep Bass R8 Casque pliables Sans Fil Bluetooth Hifi, Stéréo, Mains Libres et Aux, suppression du bruit","","https://www.jumia.ma/customer/account/login/?tkWl=DE646EA0ODSI8NAFAMZ-67321792&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\068_1.jpg","300","300"
"069","portable_electronics","TWS Écouteurs Airpods Pro Bluetooth sans fil, Earpods Pro...","","https://www.jumia.ma/customer/account/login/?tkWl=TW500EA0LGWFWNAFAMZ-69886611&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\069_1.jpg","300","300"
"070","portable_electronics","Deep Bass Casque Bluetooth Sans Fil R19 avec Son Puissant, Éclairage RGB, Carte TF, FM Radio et Entrée Audio, Design Pliable – Autonomie Longue Durée 10H","","https://www.jumia.ma/customer/account/login/?tkWl=DE646EA1G0ZLSNAFAMZ-69595109&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\070_1.jpg","300","300"
"071","portable_electronics","Stylet Tactile Haute Précision pour iPad – Compatible Apple Pencil 1 & 2, Rejet de Paume, Affichage LED, iPad Pro, Air, Mini (2018-2022)","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA0VJENYNAFAMZ-68977327&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\071_1.jpg","300","300"
"072","portable_electronics","P9 Casque Bluetooth P9 Sans Fil, Ecouteur Bluetooth 5.0","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1BDA5GNAFAMZ-65370564&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\072_1.jpg","300","300"
"073","portable_electronics","Anker Soundcore A20i – Écouteurs True Wireless, 28 h Autonomie, Bluetooth 5.3","","https://www.jumia.ma/customer/account/login/?tkWl=AN045EA0HKODCNAFAMZ-69609367&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\073_1.jpg","300","300"
"074","portable_electronics","Écouteurs Bluetooth 5.3 sans Fil avec Microphone EarBuds Indicateur de batterie LED","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA10BND8NAFAMZ-70203202&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\074_1.jpg","300","300"
"075","portable_electronics","trépied professionnel léger tripod caméra telephone en alliage d'aluminium","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EL0I46GTNAFAMZ-35353965&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\075_1.jpg","300","300"
"076","portable_electronics","XIAOMI Smartphone 14C – 8 Go RAM 256 Go – Noir","","https://www.jumia.ma/xiaomi-smartphone-14c-8-go-ram-256-go-noir-65989127.html","data\\raw_images\\portable_electronics\\076_1.jpg","300","300"
"077","portable_electronics","Lenovo LP40 TWS - Noire - véritable écouteurs sans fil Bluetooth","","https://www.jumia.ma/customer/account/login/?tkWl=LE018EA1I3AANNAFAMZ-58570216&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\077_1.jpg","300","300"
"078","portable_electronics","Itel A100C 6.6’’ – 6GB (2+4) RAM + 64 ROM – Gold","","https://www.jumia.ma/customer/account/login/?tkWl=IT879MP1FJID0NAFAMZ-70107658&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\078_1.jpg","300","300"
"079","portable_electronics","Ugreen A+C Dual-Port Car Charger PD30W+SCP22.5W","","https://www.jumia.ma/customer/account/login/?tkWl=UG537EA0EFZ3ONAFAMZ-68370590&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\079_1.jpg","300","300"
"080","portable_electronics","Câble de Chargement USB pour Garmin Fenix s 6 5 plus 5x vivoactive 3 watch ..","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA04WHC6NAFAMZ-64524692&return=%2Ftelephone-tablette%2F%3Fpage%3D2","data\\raw_images\\portable_electronics\\080_1.jpg","300","300"
"081","portable_electronics","3 Pc Support de Coque de Téléphone à Ventouse en Silicone, pour iPhone et Android","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA0WTGJKNAFAMZ-69544242&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\081_1.jpg","300","300"
"082","portable_electronics","Support Magnétique pour Smartphone Rotatif pour Voiture Tableau de Bord Téléphone Aimant Mural cuisine (Silver &Noir)","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA01EKHWNAFAMZ-44455942&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\082_1.jpg","300","300"
"083","portable_electronics","Oppo Reno15 F 5G - 12GB + 512 GB - 50MP Selfie Ultra Grand-Angle - 7000mAh de batterie – Aurora Blue + Lunettes Intelligentes","","https://www.jumia.ma/customer/account/login/?tkWl=OP168MP09KZI4NAFAMZ-70167254&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\083_1.jpg","300","300"
"084","portable_electronics","DK101 sans fil écouteur Bluetooth Mini écouteurs pour iPhone Xiaomi Samsung","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA0TN4JYNAFAMZ-43857528&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\084_1.jpg","300","300"
"085","portable_electronics","Support Telephone Portable Pour PC Portable Ordinateur Bureau - Travail Maison Film Music","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA1CHYFUNAFAMZ-43274531&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\085_1.jpg","300","300"
"086","portable_electronics","Montre intelligente connectée enfant Smart watch Smartwatch GP S,Camera,SOS,SIM..","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA0ZFBMSNAFAMZ-69892225&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\086_1.jpg","300","300"
"087","portable_electronics","L8Star BM10 Mini Cell Phone, Mini Mobile Dual Sim Card","","https://www.jumia.ma/customer/account/login/?tkWl=L8092MP06PTQUNAFAMZ-66608491&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\087_1.jpg","300","300"
"088","portable_electronics","Montre Connectée Enfant intelligente, Carte SIM Appels, SOS, Caméra","","https://www.jumia.ma/customer/account/login/?tkWl=GE232EA12BUTSNAFAMZ-70088041&return=%2Ftelephone-tablette%2F%3Fpage%3D3","data\\raw_images\\portable_electronics\\088_1.jpg","300","300"
